jasc_code,title,ata_chapter,ata_chapter_title,definition,system_level,wiring_code,single_engine_piston,multi_engine_piston,turboprop,business_jet_transport_jet,rotorcraft,notes,source,source_last_updated,source_url
3234,Landing Gear Selector,32,Landing Gear,"The selector valves, switches, or control levers used to direct a power source to actuators for gear retraction and extension.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3240,Landing Gear Brake System,32,Landing Gear,"The brake system miscellaneous parts other than the brake assembly, master cylinder, power valve and anti-skid system. Includes the pressure source and associated system for emergency brake actuation, and brake anti-ice system. Typical parts are line, hose, fitting, park brake valve, gauge, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3241,Brake Anti-Skid Section,32,Landing Gear,"The system units and parts that automatically control brake pressure during landing roll to prevent tire skidding. Typical parts are transducer, control box, valve, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3242,Brake,32,Landing Gear,"The parts of the brake unit mounted at the wheels only. The position on the aircraft should be shown in the ""Part Location"" field. Typical parts are disc, cylinder, lining, seal, rotor, housing, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3243,Master Cylinder/Brake Valve,32,Landing Gear,"The units that provide a power source for cylinder-power brake actuation. Does not include connecting lines to brake units, which are filed in JASC code 3240. Typical parts are seal, piston, housing, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3244,Tire,32,Landing Gear,"For reports of tire defects and failures. Include the manufacturer size and defect location in text. Identify the location of the tire in the ""Part Location"" field (i.e., nose, right main landing gear, ""NLG"", or ""RT MLG"").",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3245,Tire Tube,32,Landing Gear,"For reports of defective wheel tire tubes. Include the manufacturer name, tube type and size.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3246,Wheel/Ski/Float,32,Landing Gear,"For reports of defective wheels, skis or seaplane floats and associated parts such as bearings, dust seals, bolts. The ""Part Name"" field should not refer to a part of the wheel which is defective such as ""rim"" or ""half"" that does not have separate part numbers. Such entries should be placed in the text. Identify the location of the wheel in the ""Part Location"" field (i.e., nose, right main landing gear, ""NLG,""or ""RT MLG""). The wheel, ski or float make, model, and part number should also be included in the report.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3250,Landing Gear Steering System,32,Landing Gear,"The miscellaneous system parts other than the actuator, which provide for aircraft directional control on the ground. Includes main gear steering systems. Does not include wheel-braking systems. Typical parts are, cable, rod end, collar, line, valve, accumulator, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3251,Steering Unit,32,Landing Gear,"The actuator which turn the wheel(s) by a power source for controlling direction of movement on the ground. Typical parts are cylinder, seal, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3252,Shimmy Damper,32,Landing Gear,"The devices mounted on steerable wheel forks to reduce shimmy. Typical parts are seal, spring, housing, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3260,Landing Gear Position and Warning,32,Landing Gear,"The system parts which provide indication and warning of the landing gear position. Includes gear safety switches which prevent inadvertent actuation such as squat or air/ground sensor. Typical parts are relay, switch bracket, lamp, horn, uplock switch, downlock switch, in transit switch, etc.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3270,Auxiliary Gear (Tail Skid),32,Landing Gear,"The devices such as tail skids on tricycle gear aircraft used to stabilize the aircraft on the ground and to prevent ground contact damage. This code is also used for supplementary wheels on rotorcraft, skids for ground handling but not for skids or amphibian/seaplane floats, hull or associated retractable landing gear. This code is not for auxiliary or emergency landing gear extension systems which are filed in JASC code 3230.",0,0,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3297,Landing Gear System Wiring,32,Landing Gear,For reports indicating a problem with wiring specific to the Landing Gear System.,0,1,0,0,0,0,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3300,Lighting System,33,Lights,"The units and components which provide for external and internal illumination. Includes light fixtures, switches and wiring. Does not include warning lights for individual systems. Use this code for reports of a general nature or for miscellaneous external and internal lamps, circuitry, switches, etc., with insufficient information to file in a specific JASC 3300 series code. Warning lights are filed in the individual JASC Chapter 33 code.",1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3310,Flight Compartment Lighting,33,Lights,"The lighting systems and equipment including panel illumination other than inside individual instruments, master warning light systems such as annunciator panels, and associated dimming systems located in the flight compartment only. Typical parts are bulb, socket, switch, lamp, lens, relay, rheostat, resistor, ballast, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3320,Passenger Compartment Lighting,33,Lights,"The lighting systems in the passenger seating compartment, lavatories, buffet/galley compartments and cabin carry-on baggage/coat areas. Includes lamps for illumination of cabin, reading lamps, seat belt/no-smoking signs and passenger call systems. Does not include emergency lighting which is to be filed in JASC code 3350. Typical parts are ballast, switch, transformer, lamp, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3330,Cargo Compartment Lighting,33,Lights,"The lighting systems in the compartments used for storage of cargo, baggage, or aircraft system components which require servicing. Does not include electrical systems fire or smoke sensing. Typical parts are circuit breaker, lamp, lens, switch, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3340,Exterior Lighting,33,Lights,"The lighting systems for illumination outside the aircraft such as landing, taxi, position, wing illumination including the rotating beacon and strobe. Typical parts are switch, lamp, power supply, lens, circuit breaker, flasher unit, relay, motor, wheel well lights, brackets, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3350,Emergency Lighting,33,Lights,"The cabin, flight compartment, and exterior emergency lighting systems, which furnish illumination in event of electrical power failure. This includes batteries, lamps, and associated circuitry and parts for emergency exit lighting.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3397,Light System Wiring,33,Lights,For reports indicating a problem with wiring specific to the Lighting Systems.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3400,Navigation System,34,Navigation,"The units and components which provide aircraft navigational information. For reports which are of a general nature relating to the navigation systems. Also, for reports on equipment utilized in the flight inspection of airways systems (excluding avionics equipment normally used for flight operations of the aircraft). Use this code for reports with insufficient information to file in a more specific JASC 3400 series code. Typical flight inspection equipment would be computers, recorders, nav comms, guidance equipment, etc.",1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3410,Flight Environment Data,34,Navigation,The system which senses environmental conditions and uses the data to influence navigation.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3411,Pitot/Static System,34,Navigation,"The system which provides a source of ram or static air for distribution to using instruments and pressure differential units such as automatic landing gear extender, altimeter, airspeed and rate of climb. Does not include the using units, instruments, the anti-ice heating elements, or the associated circuitry and switches which are filed in JASC code 3030. Typical parts are air pick up heads, lines, fittings, drain valves, static port, selector valve, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
3412,Outside Air Temperature Indicator/Sensor,34,Navigation,"The unit mounted in the engine induction air intake to sense and transmit temperature to the cockpit indicator. Also for the sensors and instruments which measure and indicate the temperature of ambient air outside the aircraft. Includes associated circuitry and related parts. Typical parts are sensor, indicator, case, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
